text,quality,delivery
BORED BORED BORED. The creators have lost th whole theme of the Sims which is to create you own family tree.I cannot believe all you get to do is fulfill wants and aspirations. I get bored doing this. I mean the best part of the Sims was that you created your own family from birth-death. Instead the computer generates you a supposed family tree-they are so ugly. A load of crap. [...]Funny how they failed to mention that all the original aspects of the Sims has been removed in SIMS2 playstation. You'll have more fun buying the SIMS2 on PC not PS2. Serious. I don't play computer games often- but with the Sims I thought it was worth my time-now I have lost interest- I feel cheated- so will you if you buy on PS2.,neg,neg
"Discs damaged. NCIS is a great show, but this is the second time discs have been damaged. I purchased them new. Not too happy about that.",neg,neg
"Tervis Tumblers. Bought as a gift, set of two Captain & 1st Mate for house boat owners. Which was a hit. Fast shipping too",pos,pos
"Battery didn't fit phone properly and would not charge. The replacement battery arrived on time but it did not fit easily into my Motorola V557 phone like the original battery does. When I got it in, put the back on the phone, and connected the charger, the phone indicated that it could not charge the battery. I contacted Bargaincell and they offered a refund if I return the battery prepaid. This seems reasonable except that the packaging and shipping cost about as much as the battery (only $1 less). I don't mind paying it once to get the battery but I'm not about to pay it again to return the battery.",neg,pos
"cute magazine. my 4 & 5 yr old granddaughter love this magazine, order subscription for christmas and they are already coming. super fast",pos,pos
The egyptian. the book was used but in great shape. It arrived on time and I would reccomend others to buy for this organization.,pos,pos
"Good Book. The story of Eva and Rolf is spellbinding. Isabel Allende proves to be a wonderful writer with this book. The only problem is that the book turns boring at some point, some parts drag on for too long and she seems to get lost in tangents. Otherwise it's an excellent book.",pos,neg
"Fast Talking...Fast Moves!. I was really disappointed with this work out video. It has two work outs on it and the instructions are SUPER fasted paced plus they do each move for a few seconds so by the time you figure it out they have already started on another one. The instuctors are also fast talkers and don't seem to pause to take a breath in between the moves. I think they are trying to pack as many moves and instructions as they can in to each work out which makes it difficult for the average person to follow. I tried each one several times and just found it way to annoying. I felt like they were trying to choreograph dance moves instead of actual exercise.I've done lots of exercise videos and I found it very difficult to keep up with this one. If this is any indication of what their other videos are like I am staying away from ""The Firm"" videos altogether. What a waste of money!",neg,pos
"quality material. purchased to construct an alcohol restrictor tube for a vintage Optimus 111T multi-fuel stove... the brass has the same quality construction as from K&S; - i bought the thicker-walled material...(btw, details are 1.75"" length, two 5/32"" holes 1/8"" from nipple - stove now burns alcohol on the 'M' (0.03mm/0.012"") jet - a proper alcohol jet is 0.051mm/0.02"")fast shipping, good packaging - a good seller! i'll buy from them again!",pos,pos
"convenient twin airbed. First airbed I received had a leak, sent it back and got the next one within 4 days. Super convenient to have the built in electric pump and super fast to inflate. Takes a bit of an effort to deflate, but that is expected for pretty much any airbed.",pos,pos
"Charlie's Angels Full Throttle Fails.. I am a huge fan of the first Charlies Angels. It was funny, exciting, clever, and Drew, Lucy, and Cameron were hilarious. However, what made the first film so much fun is completely gone in the second and it gets old real quick. The slow motion special effects, the constant giggling between the 3 girls, and the lame jokes all get annoying. Theres barely a plot, and the film just moves from one fight scene to another, so after about 20 minutes, I lost interest. Demi Moore is the only thing the film has going for it. She is evil and sexy, but is underused. I recommend seeing this film for Demi Moore only.",neg,neg
"Evil?. This books introduces you to the followers of the Devil Tigers Dharma. For those of you unfamiliar with the Kindred of the East system that means Clan. This guys really make look each other nasty of the World of Darkness like children. While all the other Tradition, Clan, Tribe books always have someone who assures you that they are the meanest of all the groups, they are ussually lost in their own schemes and petty politicing. That's not the point with the Devil Tigers, they have their feets firmly planted on the ground and of all the supernaturals around the World of Darkness, they have the realest agenda. Worth the reading even if you don't play on this system. Be warned though, you may not like all that you read.",pos,neg
